event_id,event_type,timestamp_created,timestamp_processed,trade_id,counterparty_id,instrument_id,exchange_id,client_id,pipeline_stage,region,status,trade_volume,trade_price
17ef8f02-d34d-4494-9d9c-c5ff41155911,TRADE,2025-12-20T09:15:22.882175,2025-12-20T09:15:22.969061,ee6ad69f-2cd5-401a-9a16-dd8ed876bfe2,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
2eafcd1f-558c-4389-98a2-3c53ee9e74d3,TRADE,2025-12-20T09:15:25.263635,2025-12-20T09:15:25.351137,496beb4a-8697-442f-a23e-b36aedc13b12,CP1,Instrument.Option,ASX,1003,INITIAL,AU,SUCCESS,100,20
430895fe-59bc-469a-b63b-7dbe2acd1b26,TRADE,2025-12-20T09:15:26.743049,2025-12-20T09:15:26.812993,959fc6d6-0e3e-4d69-8112-09dd3ca637d6,CP1,Instrument.Option,ASX,1003,INITIAL,AU,SUCCESS,100,20
79364930-666c-415d-91e0-2edf6863875b,TRADE,2025-12-20T09:15:28.107572,2025-12-20T09:15:28.169629,f8b135a3-185b-4b3d-bb18-b79c329146b0,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
f07e6b8f-378a-4722-8cf8-334319502371,TRADE,2025-12-20T09:15:30.473711,2025-12-20T09:15:30.541256,f9d679f8-7846-4014-8f0b-55247e9ccd7f,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
950bd530-60c9-4e3d-bfb3-1a31d58c766f,TRADE,2025-12-20T09:15:32.648389,2025-12-20T09:15:32.734671,ea0c032d-f0db-49f2-9b71-254c73a2a1ad,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
5b9c64bb-53a1-4721-9dde-3cbc655739b4,TRADE,2025-12-20T09:15:34.674382,2025-12-20T09:15:34.736069,0e04273b-0cc3-40f2-a7de-66fbc2b53c63,CP1,Instrument.Future,ASX,1002,INITIAL,AU,SUCCESS,100,20
5808bfb3-b67f-466c-8da8-329f53883350,TRADE,2025-12-20T09:15:37.136646,2025-12-20T09:15:37.225476,132bd6c8-44e1-495b-8a30-928a11de2702,CP1,Instrument.Stock,ASX,1004,INITIAL,AU,SUCCESS,100,20
0a4f652d-ae5d-40bd-8570-d645129e2724,TRADE,2025-12-20T09:15:38.377847,2025-12-20T09:15:38.485233,9f28cae6-c1a5-4236-8fe8-9a1f2b761d5d,CP1,Instrument.Stock,ASX,1002,INITIAL,AU,SUCCESS,100,20
506f48f8-49ed-4a45-9115-858b0eb42973,TRADE,2025-12-20T09:15:41.190414,2025-12-20T09:15:41.259893,6fa96943-442a-4370-b22a-abb9f239168e,CP1,Instrument.Option,ASX,1000,INITIAL,AU,SUCCESS,100,20
7c6c3c67-d050-4901-bc90-ec94ad9e360a,TRADE,2025-12-20T09:15:43.084958,2025-12-20T09:15:43.229201,04f69116-4e31-4422-8c56-1eab5892ab14,CP1,Instrument.Stock,ASX,1000,INITIAL,AU,SUCCESS,100,20
ba037af0-8b3a-4804-be16-4f8cc8478d14,TRADE,2025-12-20T09:15:44.542759,2025-12-20T09:15:44.608945,4b6129de-4f05-4a30-b987-75fbb482f9be,CP1,Instrument.Option,ASX,1001,INITIAL,AU,SUCCESS,100,20
01c18198-72ec-4d46-be24-759057deac6e,TRADE,2025-12-20T09:15:47.273395,2025-12-20T09:15:47.381337,774c7a9f-d58d-44f9-b797-8a34fbdc67fb,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
94082fb4-e97b-4743-9c74-f3a070f9b279,TRADE,2025-12-20T09:15:48.675336,2025-12-20T09:15:48.822879,97298d12-9ba3-4376-82b6-3d1a306a0a35,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
fb5f071a-44e4-4c13-872c-943c7e7fa80c,TRADE,2025-12-20T09:15:49.997703,2025-12-20T09:15:50.051101,f9ebb6dd-1e40-46be-8287-98995e8c4d33,CP1,Instrument.Future,ASX,1004,INITIAL,AU,SUCCESS,100,20
aec2a240-626b-42c8-b083-0b7fa25fd6d3,TRADE,2025-12-20T09:15:52.333690,2025-12-20T09:15:52.401182,b70726d7-8f3e-4b52-addd-9621b8606d6d,CP1,Instrument.Option,ASX,1001,INITIAL,AU,SUCCESS,100,20
a61823be-bf3b-4612-8456-98696a0bcc08,TRADE,2025-12-20T09:15:54.075126,2025-12-20T09:15:54.137330,c31fe4c4-8153-470c-beb3-c75a3cee49d6,CP1,Instrument.Future,ASX,1002,INITIAL,AU,SUCCESS,100,20
30529c92-abc3-4ecc-bc27-41a8fd61e230,TRADE,2025-12-20T09:15:55.252651,2025-12-20T09:15:55.375189,fb93ca5c-4b3a-4a1f-bbb9-14b4dacb469c,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
8182730d-ac8a-4be5-9a71-9a66ab0ac581,TRADE,2025-12-20T09:15:56.581223,2025-12-20T09:15:56.661748,b4ad13ff-2ad2-4ee3-8657-1d54ab24c9df,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
c723960f-d9c1-4653-b1b9-217cc47bb489,TRADE,2025-12-20T09:15:59.454791,2025-12-20T09:15:59.541606,bbec98b6-e618-4e89-ac5a-522852d05807,CP1,Instrument.Option,ASX,1001,INITIAL,AU,SUCCESS,100,20
3adb30db-8a43-4a3f-b816-c61033354ff4,TRADE,2025-12-20T09:16:02.076401,2025-12-20T09:16:02.130982,07e8a0c5-dbcb-4fc5-8393-ff64d01006c8,CP1,Instrument.Future,ASX,1001,INITIAL,AU,SUCCESS,100,20
97ec1a83-c592-4c75-bc87-ebc73ce953bd,TRADE,2025-12-20T09:16:03.738859,2025-12-20T09:16:03.877647,d659c2c2-27dd-4c6a-b7c9-06e8affb2c17,CP1,Instrument.Future,ASX,1002,INITIAL,AU,SUCCESS,100,20
ec89876e-ca84-4f96-905f-d4c8ebdce480,TRADE,2025-12-20T09:16:05.337254,2025-12-20T09:16:05.400854,d82a930c-8540-4981-b936-d75b6c0edf02,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
daa0d9ad-5d4a-4627-945f-c792f8c932d4,TRADE,2025-12-20T09:16:06.600904,2025-12-20T09:16:06.724837,02ae68a2-9feb-4413-9503-a71867578df2,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
18203463-ac57-45a9-a124-f675ba2beb8f,TRADE,2025-12-20T09:16:07.783962,2025-12-20T09:16:07.869363,cb226b41-12ce-4896-8f7f-1d572e96cd4d,CP1,Instrument.Option,ASX,1003,INITIAL,AU,SUCCESS,100,20
0849b42c-fbab-4af0-bb1c-68f03d27442e,TRADE,2025-12-20T09:16:09.625169,2025-12-20T09:16:09.718648,044e2895-aa7d-4eea-8f8d-9f9bcd35847e,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
f6dfc1ba-55f2-4170-9394-274603cffefe,TRADE,2025-12-20T09:16:11.675278,2025-12-20T09:16:11.791101,2de7033c-f5e2-4372-9a4d-b09c0c02e606,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
62567476-0aca-4ddb-9fa3-ff9a6b5c1e59,TRADE,2025-12-20T09:16:14.039024,2025-12-20T09:16:14.109223,c0dad9bd-d43c-464e-894a-5ba3f9a6dea6,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
d19aba79-f3bb-45f3-b805-e758b58c4cf1,TRADE,2025-12-20T09:16:15.397214,2025-12-20T09:16:15.501699,be8ed423-27be-4bfc-aa6b-5b3c02bbdfd3,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
651fc494-3b98-4ea1-8de4-2b7397bf2507,TRADE,2025-12-20T09:16:18.168680,2025-12-20T09:16:18.290626,cad7c5e3-f9ac-4ab0-8f1e-28c5abed4793,CP1,Instrument.Stock,ASX,1004,INITIAL,AU,SUCCESS,100,20
f3392932-482a-4fc9-a11c-5b5621a63aa5,TRADE,2025-12-20T09:16:20.961099,2025-12-20T09:16:21.031804,11878172-9d46-420d-a89e-3b673340e525,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
e48580de-0c0e-4c94-9ef5-59a0302c7d4c,TRADE,2025-12-20T09:16:22.466075,2025-12-20T09:16:22.600278,f6944846-5825-440f-9484-bde2e193e307,CP1,Instrument.Future,ASX,1004,INITIAL,AU,SUCCESS,100,20
f9fe1da5-cfb0-4a39-85d9-6f8c1dee4bbd,TRADE,2025-12-20T09:16:24.926416,2025-12-20T09:16:25.002480,7b1d2a1f-df47-4ed8-b150-3371d8625156,CP1,Instrument.Stock,ASX,1002,INITIAL,AU,SUCCESS,100,20
cd171e1c-2def-45da-b36d-d43688490472,TRADE,2025-12-20T09:16:27.011073,2025-12-20T09:16:27.061356,d7f36158-1893-4fe1-a998-50c0c6a137fd,CP1,Instrument.Option,ASX,1004,INITIAL,AU,SUCCESS,100,20
900f22d3-bd82-4ae2-b3c7-0785cff69b57,TRADE,2025-12-20T09:16:28.582159,2025-12-20T09:16:28.696089,0adcb8e5-9cf3-4670-9dfd-724a98ddb6fa,CP1,Instrument.Stock,ASX,1004,INITIAL,AU,SUCCESS,100,20
0befc1dc-278b-42fb-b29d-033f484b750e,TRADE,2025-12-20T09:16:31.501805,2025-12-20T09:16:31.575004,71532c69-cd81-48cf-9174-83817ebd132c,CP1,Instrument.Stock,ASX,1002,INITIAL,AU,SUCCESS,100,20
5a030432-6d1a-4453-81fa-527f8cfa01f4,TRADE,2025-12-20T09:16:32.619641,2025-12-20T09:16:32.736714,225dca12-df15-4709-8525-34320f7df1e7,CP1,Instrument.Option,ASX,1000,INITIAL,AU,SUCCESS,100,20
40b226e1-7ee5-46ea-bf50-9151216b00cc,TRADE,2025-12-20T09:16:34.494589,2025-12-20T09:16:34.583290,ec04fc6b-1945-4b2d-89a9-50fb0ebcd695,CP1,Instrument.Future,ASX,1004,INITIAL,AU,SUCCESS,100,20
8b0c69eb-c611-4475-834e-ea7c21b8f3d9,TRADE,2025-12-20T09:16:36.502586,2025-12-20T09:16:36.605428,15f5022f-a844-4f43-9852-6ce9a15f7e1d,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
c55d56b1-7838-4489-bfa3-2f3d0a47f82a,TRADE,2025-12-20T09:16:38.453391,2025-12-20T09:16:38.562425,e45a1118-6fb8-4188-8926-ffca0da08b7e,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
33002289-5555-410a-be19-693a7b327e77,TRADE,2025-12-20T09:16:41.044791,2025-12-20T09:16:41.163223,4485d364-cace-4868-b2e2-50d87420dac8,CP1,Instrument.Stock,ASX,1004,INITIAL,AU,SUCCESS,100,20
256089ec-8370-404f-8afa-48e492024fcd,TRADE,2025-12-20T09:16:44.042265,2025-12-20T09:16:44.118566,32e7c3a1-8ffc-41d5-a9da-d2b990ea5d9e,CP1,Instrument.Future,ASX,1002,INITIAL,AU,SUCCESS,100,20
7e4a7e6e-1993-4f5b-a0ce-cbf36dc1418a,TRADE,2025-12-20T09:16:46.977978,2025-12-20T09:16:47.096452,844be3a4-4ded-4958-82fc-dd7fed25e7b1,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
499785bb-1bff-41bc-a26d-e6dd91a2f9fd,TRADE,2025-12-20T09:16:48.628529,2025-12-20T09:16:48.767010,b426f21f-bf6f-45e1-b51c-c2357f2fe7b2,CP1,Instrument.Option,ASX,1004,INITIAL,AU,SUCCESS,100,20
610c60bc-3f96-41f2-96a8-90dbbcfbdd7f,TRADE,2025-12-20T09:16:50.108190,2025-12-20T09:16:50.177233,96a18907-8171-4869-a6d7-f1e8a8cc8450,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
9e65f7d3-6319-40f0-b14a-1c8dc33e246f,TRADE,2025-12-20T09:16:52.364432,2025-12-20T09:16:52.437696,5999f94d-73c3-49b7-9dab-40382539bda2,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
22806ee4-e17a-41b3-a41d-c08175982d18,TRADE,2025-12-20T09:16:53.496412,2025-12-20T09:16:53.564274,978f304d-fb5d-40ab-bbfb-2a5169cf595b,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
6cadcc71-bfe7-49ca-93f2-9d10e2e98b05,TRADE,2025-12-20T09:16:55.918362,2025-12-20T09:16:56.054105,1e6bc991-75c7-4c06-a338-63785df8960e,CP1,Instrument.Future,ASX,1001,INITIAL,AU,SUCCESS,100,20
752cd929-78cd-42ca-9e20-4a7816efd56e,TRADE,2025-12-20T09:16:57.012381,2025-12-20T09:16:57.125471,cd938790-2260-447b-9601-5f7a71ce06bd,CP1,Instrument.Future,ASX,1001,INITIAL,AU,SUCCESS,100,20
b73e5a82-87b0-4863-a318-caaf3562821f,TRADE,2025-12-20T09:16:58.385337,2025-12-20T09:16:58.475511,788cdd4e-de13-4586-89ad-68401780de17,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
2538d415-ef9f-4b31-bd95-3607ccdcea25,TRADE,2025-12-20T09:17:00.430277,2025-12-20T09:17:00.512218,943bf119-0dbb-4108-852f-da27f2a4c5f1,CP1,Instrument.Stock,ASX,1000,INITIAL,AU,SUCCESS,100,20
245ce05c-c22a-4b2f-bd8a-44ab440a05ee,TRADE,2025-12-20T09:17:03.193608,2025-12-20T09:17:03.256281,56bdd569-e5cc-4348-a0e6-214e69dd5b86,CP1,Instrument.Future,ASX,1001,INITIAL,AU,SUCCESS,100,20
ea6119af-46e1-41ef-8e6c-0e53695b3b79,TRADE,2025-12-20T09:17:04.496902,2025-12-20T09:17:04.600860,f70b5e15-e264-4d6c-80c5-65b09d476c5a,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
e472ba2b-8227-47ed-81fe-0cd341419be9,TRADE,2025-12-20T09:17:07.045896,2025-12-20T09:17:07.096773,d62fb336-447d-4cb3-8ba2-08466b5f557a,CP1,Instrument.Option,ASX,1000,INITIAL,AU,SUCCESS,100,20
83c6beed-b179-42f5-8335-c046ee67827c,TRADE,2025-12-20T09:17:08.527474,2025-12-20T09:17:08.649270,db5ec171-331e-480c-8d8c-852571f485e4,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
c11255f9-0345-4934-9102-c27dae64964a,TRADE,2025-12-20T09:17:10.537605,2025-12-20T09:17:10.680716,ff89f377-c211-4c86-985d-4f3648a95f87,CP1,Instrument.Stock,ASX,1004,INITIAL,AU,SUCCESS,100,20
470acd50-7338-405f-af67-a9a979640bff,TRADE,2025-12-20T09:17:11.580567,2025-12-20T09:17:11.689244,91e397cb-decd-466a-839d-7ed953491add,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
73372b5a-a9fe-4fca-b79c-2523989e33f6,TRADE,2025-12-20T09:17:13.152405,2025-12-20T09:17:13.300674,b531421f-7cb3-49d1-9d32-4484c97e6200,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
23e72e2b-add4-4395-adbf-5288f1db9e4c,TRADE,2025-12-20T09:17:15.438441,2025-12-20T09:17:15.572693,ae8e529b-2028-41b5-8507-ace27fd0f4e0,CP1,Instrument.Option,ASX,1004,INITIAL,AU,SUCCESS,100,20
ef31dcaf-146d-449b-9888-58e862857a20,TRADE,2025-12-20T09:17:16.953053,2025-12-20T09:17:17.076099,53573697-5766-4e89-a765-d504ebc24303,CP1,Instrument.Option,ASX,1003,INITIAL,AU,SUCCESS,100,20
237d50e4-b5ac-4819-8029-cacd4a04dd2e,TRADE,2025-12-20T09:17:19.324885,2025-12-20T09:17:19.452834,d3a0bb15-ff9b-4738-9e3c-9da562648df5,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
c9a871fa-d0fb-49d8-865c-b90f6ae12901,TRADE,2025-12-20T09:17:21.412124,2025-12-20T09:17:21.560865,f0cf8c2e-4a7a-4ed2-bd70-cde9f8aab67c,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
169bda6d-8868-4667-a8be-722fa20c9db0,TRADE,2025-12-20T09:17:24.251939,2025-12-20T09:17:24.378716,8058e447-3ca7-47a0-9671-b29f88a83513,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
b27410fa-40ee-4297-b123-8088689a0c22,TRADE,2025-12-20T09:17:26.612459,2025-12-20T09:17:26.751724,facdc80c-1f56-4c21-9fa4-351299be70e0,CP1,Instrument.Option,ASX,1003,INITIAL,AU,SUCCESS,100,20
b77ea393-64ca-4c0d-ac8b-8c5b6303e965,TRADE,2025-12-20T09:17:29.568160,2025-12-20T09:17:29.648168,68c563fa-1356-48d0-a50d-23b5c565b514,CP1,Instrument.Future,ASX,1001,INITIAL,AU,SUCCESS,100,20
3bedccd7-924d-4479-868f-d7d9a63fb933,TRADE,2025-12-20T09:17:31.543719,2025-12-20T09:17:31.647636,9edd18e4-e491-4333-a11a-34e043bb56cd,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
ae30cd86-9e80-4630-91e3-35d03617e8aa,TRADE,2025-12-20T09:17:33.448890,2025-12-20T09:17:33.587765,ec8fc6e1-07e3-4c17-a424-927ad1ae5d52,CP1,Instrument.Stock,ASX,1002,INITIAL,AU,SUCCESS,100,20
1bae0672-cbd3-4a19-85df-d343cd54eafa,TRADE,2025-12-20T09:17:34.463879,2025-12-20T09:17:34.598435,4e1bc22a-5b6a-463f-a7e4-76e5764084e9,CP1,Instrument.Future,ASX,1001,INITIAL,AU,REJECTED,100,20
c2c28611-fed7-4fb9-94c8-dc165ee5513c,TRADE,2025-12-20T09:17:35.556401,2025-12-20T09:17:35.672472,526e2d54-3e07-4043-92b1-453d380fb8f6,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
b79f3178-53ca-4c95-9074-e7af25773008,TRADE,2025-12-20T09:17:38.388294,2025-12-20T09:17:38.501425,e3f1bbb1-0aa3-4a79-acc3-ddd02fdc4384,CP1,Instrument.Option,ASX,1002,INITIAL,AU,SUCCESS,100,20
9a7007ba-894c-44a7-aa4a-7e09e608a3b8,TRADE,2025-12-20T09:17:40.424043,2025-12-20T09:17:40.548203,e68769f0-039a-447c-bbe7-615feb4e94e9,CP1,Instrument.Stock,ASX,1004,INITIAL,AU,SUCCESS,100,20
9d778b1c-7692-42e7-9dea-f2e39d8a57d1,TRADE,2025-12-20T09:17:43.326819,2025-12-20T09:17:43.459424,43b145fd-3f72-4c76-99bc-9c6411cb8b7d,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
50dda8c6-22a4-447f-bb22-2d4fc10deade,TRADE,2025-12-20T09:17:46.155704,2025-12-20T09:17:46.243011,86e52b5f-fa60-48cf-a49a-77dc9551f6df,CP1,Instrument.Option,ASX,1001,INITIAL,AU,SUCCESS,100,20
4bd9d1cc-dfa6-4f6a-8afd-37b0db823fc7,TRADE,2025-12-20T09:17:49.108571,2025-12-20T09:17:49.179415,5d66dc9d-618e-4ba6-ab17-7f9e556c2bf1,CP1,Instrument.Future,ASX,1002,INITIAL,AU,SUCCESS,100,20
af6e711c-4295-4261-b82e-9f08396067c6,TRADE,2025-12-20T09:17:51.096408,2025-12-20T09:17:51.216565,d2841ef5-7026-4b8b-9033-914992778775,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
9530afc1-8ca5-44b3-a7fd-f7e7a93bcef5,TRADE,2025-12-20T09:17:53.832217,2025-12-20T09:17:53.941623,a87bd719-a28c-4595-86f8-8a169ed16b0a,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
69ba3332-9525-48d6-93fa-2d90f980c195,TRADE,2025-12-20T09:17:55.097510,2025-12-20T09:17:55.210410,3882782a-37d1-47f1-8c68-22cb275a032f,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
e4f9e153-3a8e-4e9f-8118-916e65b51eb5,TRADE,2025-12-20T09:17:57.616685,2025-12-20T09:17:57.742863,47a4cd7c-cc72-4b81-a8fd-c09804f22773,CP1,Instrument.Stock,ASX,1000,INITIAL,AU,SUCCESS,100,20
d829c9b0-9bac-4199-81a5-6cc94a1fd20f,TRADE,2025-12-20T09:18:00.428586,2025-12-20T09:18:00.480491,e9f63d78-715f-4ea5-8778-b151a211d34b,CP1,Instrument.Stock,ASX,1000,INITIAL,AU,SUCCESS,100,20
045504a6-7626-43fd-bdaa-3b65ce02482f,TRADE,2025-12-20T09:18:02.687031,2025-12-20T09:18:02.797439,f091bb35-bb69-409d-9c76-48dc1d02bab7,CP1,Instrument.Future,ASX,1003,INITIAL,AU,SUCCESS,100,20
1bdc71dd-da3f-48fc-b92b-b158ed99eb21,TRADE,2025-12-20T09:18:05.276253,2025-12-20T09:18:05.398106,61a2d6b1-f4fe-4bcb-a899-07fa920ea944,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
8dafe662-4d75-41e7-8110-fbbfc3fec7a3,TRADE,2025-12-20T09:18:06.387877,2025-12-20T09:18:06.464276,c3a7a873-fd92-4409-9af4-179399864b94,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
1435c0ba-9c05-493b-b3d6-29aefa0f48bc,TRADE,2025-12-20T09:18:07.428324,2025-12-20T09:18:07.550109,5b6232c4-5c16-4cf4-a475-87962c4afd93,CP1,Instrument.Option,ASX,1003,INITIAL,AU,SUCCESS,100,20
63b3df17-916b-42c6-8ab5-3b8ff4e93cbd,TRADE,2025-12-20T09:18:08.669756,2025-12-20T09:18:08.772279,bc4756d7-43db-4e82-8970-8fbad518c442,CP1,Instrument.Future,ASX,1004,INITIAL,AU,SUCCESS,100,20
e1408e85-f60f-4b2a-b7ad-af64e616e177,TRADE,2025-12-20T09:18:09.985964,2025-12-20T09:18:10.052112,dbfe4299-2dfb-4cd1-966b-d4b23bf15623,CP1,Instrument.Future,ASX,1004,INITIAL,AU,SUCCESS,100,20
2afe02a8-19d5-4bfb-b680-898edd3502b4,TRADE,2025-12-20T09:18:12.633228,2025-12-20T09:18:12.740122,9a857329-d922-4732-9686-e6ce866fedde,CP1,Instrument.Option,ASX,1000,INITIAL,AU,SUCCESS,100,20
fd1537df-b3eb-4ed7-b4f8-fed065d072b4,TRADE,2025-12-20T09:18:15.627663,2025-12-20T09:18:15.701833,660ddc6e-79d2-43a9-b9fc-f64a339ac6ff,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
dadcf19a-75e3-416d-93a3-46bcc125745b,TRADE,2025-12-20T09:18:17.565112,2025-12-20T09:18:17.707865,4e2fe354-f9aa-4850-ae18-0bd15e7d1269,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
55d398d8-b9fa-4943-9f82-243501c86f15,TRADE,2025-12-20T09:18:20.389682,2025-12-20T09:18:20.514774,4aaf2216-5157-4070-94f8-068ff93de93a,CP1,Instrument.Future,ASX,1002,INITIAL,AU,SUCCESS,100,20
a9719812-7090-49b3-b279-daf517c0cc2d,TRADE,2025-12-20T09:18:22.003992,2025-12-20T09:18:22.105610,bb99d6d1-6287-4a26-bfa4-264063f86c50,CP1,Instrument.Option,ASX,1004,INITIAL,AU,SUCCESS,100,20
fb564b36-e526-4d99-9e7d-13ea3ef89099,TRADE,2025-12-20T09:18:23.056119,2025-12-20T09:18:23.149780,493d4d09-087d-471c-8417-54a001e98c2d,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
e372c713-8b71-41a9-9adb-a3304c379fdf,TRADE,2025-12-20T09:18:24.248966,2025-12-20T09:18:24.303336,f588f1e2-aea3-4546-8323-b7bb8dd4cf43,CP1,Instrument.Stock,ASX,1001,INITIAL,AU,SUCCESS,100,20
db6cca3d-2f1a-48f3-9592-cfacea0328f0,TRADE,2025-12-20T09:18:25.321039,2025-12-20T09:18:25.453696,6fd2444d-8185-4f22-983c-c756085a4e07,CP1,Instrument.Future,ASX,1000,INITIAL,AU,SUCCESS,100,20
2c9b96a9-1db7-4b36-a2a1-22fab1847e10,TRADE,2025-12-20T09:18:27.971635,2025-12-20T09:18:28.029742,10c352c5-94d8-430b-b439-7ec7f65d1278,CP1,Instrument.Stock,ASX,1003,INITIAL,AU,SUCCESS,100,20
e48e7885-8d6f-4c8d-870b-2e03ccb1c027,TRADE,2025-12-20T09:18:30.215979,2025-12-20T09:18:30.274449,aef5cee9-b4aa-4754-b998-df493ff73e5d,CP1,Instrument.Option,ASX,1004,INITIAL,AU,SUCCESS,100,20
